Query-ID,Reference-ID,Mash-distance,P-value,Matching-hashes
Cpr_KPL_2811,Cpr_KPL_2654,0.0222264,0,4567/10000
Cac_KPL_3703,Cpr_KPL_2654,0.243761,1.54E-109,30/10000
Cac_KPL_4034,Cpr_KPL_2654,0.239237,1.21E-121,33/10000
Cma_NML_080212,Cpr_KPL_2654,0.248764,1.27E-97,27/10000
Cac_ATCC_49726,Cpr_KPL_2654,0.243761,8.42E-110,30/10000
Ctu_DSM_44922,Cpr_KPL_2657,0.26803,1.64E-62,18/10000
Cac_KPL_1996,Cpr_KPL_2657,0.248764,1.87E-97,27/10000
Cps_KPL_1989,Cpr_KPL_2657,0.104571,0,589/10000
Cac_KPL_1818,Cpr_KPL_2657,0.236445,8.96E-130,35/10000
Cps_BWA188,Cpr_KPL_2657,0.106047,0,570/10000
Cac_BWA270,Cpr_KPL_2657,0.270747,1.28E-58,17/10000
Cac_KPL_1824,Cpr_KPL_2657,0.239237,1.74E-121,33/10000
Cps_BWA127,Cpr_KPL_2657,0.106765,0,561/10000
Cps_BWA223,Cpr_KPL_2657,0.104648,0,588/10000
Cps_BWA184,Cpr_KPL_2657,0.105498,0,577/10000
Cps_BWA300,Cpr_KPL_2657,0.102924,0,611/10000
Cac_BWA161,Cpr_KPL_2657,0.258493,6.41E-78,22/10000
Cps_BWA311,Cpr_KPL_2657,0.103219,0,607/10000
Cps_DSM_44287,Cpr_KPL_2657,0.107576,0,551/10000
Cps_BWA118,Cpr_KPL_2657,0.103293,0,606/10000
Cps_BWA198,Cpr_KPL_2657,0.105342,0,579/10000
Cps_HSID17576,Cpr_KPL_2657,0.107006,0,558/10000
Cac_DU075,Cpr_KPL_2657,0.263022,4.21E-70,20/10000
Cps_BWA141,Cpr_KPL_2657,0.105811,0,573/10000
Cps_BWA283,Cpr_KPL_2657,0.106845,0,560/10000
Cps_HSID17575,Cpr_KPL_2657,0.107006,0,558/10000
Cps_BWA238,Cpr_KPL_2657,0.105032,0,583/10000
Cps_BWA110,Cpr_KPL_2657,0.104801,0,586/10000
Cac_BWA070,Cpr_KPL_2657,0.242205,7.70E-114,31/10000
Cps_KPL_3966,Cpr_KPL_2657,0.106765,0,561/10000
Cps_KPL_4066,Cpr_KPL_2657,0.105732,0,574/10000
Cps_KPL_2826,Cpr_KPL_2657,0.106604,0,563/10000
Cps_BWA164,Cpr_KPL_2657,0.105576,0,576/10000
Cpr_BWA290,Cpr_KPL_2657,0.0185764,0,5117/10000
Cpr_BWA146,Cpr_KPL_2657,0.0167649,0,5423/10000
Cps_BWA166,Cpr_KPL_2657,0.104724,0,587/10000
Cac_DU076,Cpr_KPL_2657,0.242205,8.24E-114,31/10000
Cpr_KPL_2657,Cpr_KPL_2657,0,0,10000/10000
Cps_KPL_2795,Cpr_KPL_2657,0.107905,0,547/10000
Cpr_DSM_44285,Cpr_KPL_2657,0.0130493,0,6133/10000
Cps_BWA305,Cpr_KPL_2657,0.10774,0,549/10000
Cps_KPL_2667,Cpr_KPL_2657,0.107168,0,556/10000
Cps_KPL_4025,Cpr_KPL_2657,0.105109,0,582/10000
Cac_KPL_3674,Cpr_KPL_2657,0.240698,7.29E-118,32/10000
Cps_KPL_3702,Cpr_KPL_2657,0.106444,0,565/10000
Cac_KPL_4075,Cpr_KPL_2657,0.245371,1.13E-105,29/10000
Cpr_KPL_2654,Cpr_KPL_2657,0.0191181,0,5030/10000
Cac_KPL_3647,Cpr_KPL_2657,0.236445,5.26E-130,35/10000
Cps_BWA172,Cpr_KPL_2657,0.107168,0,556/10000
Cpr_BWA124,Cpr_KPL_2657,0.0199449,0,4901/10000
Cac_BWA273,Cpr_KPL_2657,0.263022,3.73E-70,20/10000
Cpr_KPL_3953,Cpr_KPL_2657,0.0192698,0,5006/10000
Cps_BWA092,Cpr_KPL_2657,0.105187,0,581/10000
Cac_BWA121,Cpr_KPL_2657,0.260703,5.57E-74,21/10000
Cpr_DE0530,Cpr_KPL_2657,0.0185579,0,5120/10000
Cac_ATCC_49725,Cpr_KPL_2657,0.270747,9.20E-59,17/10000
Ctu_BWA195,Cpr_KPL_2657,0.243761,7.17E-110,30/10000
Cps_KPL_4041,Cpr_KPL_2657,0.101551,0,630/10000
Cac_KPL_3802,Cpr_KPL_2657,0.239237,1.64E-121,33/10000
Ctu_BWA207,Cpr_KPL_2657,0.26803,1.05E-62,18/10000
Ctu_DU074,Cpr_KPL_2657,0.247037,6.79E-102,28/10000
Cps_KPL_2621,Cpr_KPL_2657,0.106206,0,568/10000
Cpr_KPL_2804,Cpr_KPL_2657,0.0195504,0,4962/10000
Cac_KPL_2618,Cpr_KPL_2657,0.273629,6.66E-55,16/10000
Cac_KPL_2617,Cpr_KPL_2657,0.248764,1.94E-97,27/10000
Cac_KPL_3774,Cpr_KPL_2657,0.247037,1.47E-101,28/10000
Ctu_SK141,Cpr_KPL_2657,0.283502,8.02E-44,13/10000
Cps_KPL_3671,Cpr_KPL_2657,0.106047,0,570/10000
Cpr_KPL_3672,Cpr_KPL_2657,0.01413,0,5914/10000
Cac_BWA109,Cpr_KPL_2657,0.254359,6.28E-86,24/10000
Ctu_BWA158,Cpr_KPL_2657,0.245371,6.14E-106,29/10000
Cac_KPL_2652,Cpr_KPL_2657,0.256381,8.46E-82,23/10000
Cac_KPL_4065,Cpr_KPL_2657,0.245371,1.14E-105,29/10000
Cpr_KPL_2755,Cpr_KPL_2657,0.0187929,0,5082/10000
Cac_KPL_3921,Cpr_KPL_2657,0.235108,3.03E-134,36/10000
Cps_KPL_2773,Cpr_KPL_2657,0.104267,0,593/10000
Cma_NML_120205,Cpr_KPL_2657,0.254359,4.70E-86,24/10000
Cps_KPL_4010,Cpr_KPL_2657,0.104571,0,589/10000
Cps_KPL_2640,Cpr_KPL_2657,0.106524,0,564/10000
Cpr_HSID18035,Cpr_KPL_2657,0.0201084,0,4876/10000
Cps_KPL_2865,Cpr_KPL_2657,0.106926,0,559/10000
Cac_KPL_2859,Cpr_KPL_2657,0.260703,4.21E-74,21/10000
Cac_BWA096,Cpr_KPL_2657,0.25242,1.04E-89,25/10000
Cps_KPL_2733,Cpr_KPL_2657,0.104571,0,589/10000
Cps_KPL_2834,Cpr_KPL_2657,0.104191,0,594/10000
Ctu_KPL_3807,Cpr_KPL_2657,0.270747,6.99E-59,17/10000
Cac_KPL_2641,Cpr_KPL_2657,0.233808,3.48E-138,37/10000
Cac_KPL_2660,Cpr_KPL_2657,0.276697,4.83E-51,15/10000
Cpr_KPL_3675,Cpr_KPL_2657,0.0135016,0,6040/10000
Cac_KPL_3970,Cpr_KPL_2657,0.240698,8.87E-118,32/10000
Cac_KPL_3832,Cpr_KPL_2657,0.270747,8.37E-59,17/10000
Cpr_KPL_3889,Cpr_KPL_2657,0.018737,0,5091/10000
Cps_KPL_3772,Cpr_KPL_2657,0.107006,0,558/10000
Cac_KPL_3926,Cpr_KPL_2657,0.243761,1.76E-109,30/10000
Cps_DU080,Cpr_KPL_2657,0.103665,0,601/10000
Ctu_BWA150,Cpr_KPL_2657,0.250557,7.78E-94,26/10000
Cac_DU079,Cpr_KPL_2657,0.236445,6.20E-130,35/10000
Cps_KPL_3770,Cpr_KPL_2657,0.104801,0,586/10000
Cac_KPL_2783,Cpr_KPL_2657,0.283502,1.12E-43,13/10000
Cma_CCUG_32361,Cpr_KPL_2657,0.26803,1.44E-62,18/10000
Cpr_1274_CJEI,Cpr_KPL_2657,0.0131748,0,6107/10000
Cps_KPL_2915,Cpr_KPL_2657,0.108403,0,541/10000
Cpr_KPL_3967,Cpr_KPL_2657,0.0142009,0,5900/10000
Cps_KPL_3833,Cpr_KPL_2657,0.109331,0,530/10000
Cpr_KPL_2785,Cpr_KPL_2657,0.0137836,0,5983/10000
Cpr_KPL_4040,Cpr_KPL_2657,0.019049,0,5041/10000
Cps_90104,Cpr_KPL_2657,0.109588,0,527/10000
Cpr_KPL_2811,Cpr_KPL_2657,0.0193523,0,4993/10000
Cac_KPL_3703,Cpr_KPL_2657,0.263022,3.50E-70,20/10000
Cac_KPL_4034,Cpr_KPL_2657,0.23782,5.64E-126,34/10000
Cma_NML_080212,Cpr_KPL_2657,0.250557,7.82E-94,26/10000
Cac_ATCC_49726,Cpr_KPL_2657,0.273629,4.86E-55,16/10000
Ctu_DSM_44922,Cpr_KPL_2755,0.254359,1.25E-85,24/10000
Cac_KPL_1996,Cpr_KPL_2755,0.189679,0,94/10000
Cps_KPL_1989,Cpr_KPL_2755,0.100221,0,649/10000
Cac_KPL_1818,Cpr_KPL_2755,0.235108,1.42E-133,36/10000
Cps_BWA188,Cpr_KPL_2755,0.104419,0,591/10000
Cac_BWA270,Cpr_KPL_2755,0.196126,0,82/10000
Cac_KPL_1824,Cpr_KPL_2755,0.206387,1.36E-260,66/10000
Cps_BWA127,Cpr_KPL_2755,0.103516,0,603/10000
Cps_BWA223,Cpr_KPL_2755,0.103293,0,606/10000
Cps_BWA184,Cpr_KPL_2755,0.102486,0,617/10000
Cps_BWA300,Cpr_KPL_2755,0.102124,0,622/10000
Cac_BWA161,Cpr_KPL_2755,0.190183,0,93/10000
Cps_BWA311,Cpr_KPL_2755,0.101126,0,636/10000
Cps_DSM_44287,Cpr_KPL_2755,0.102196,0,621/10000
Cps_BWA118,Cpr_KPL_2755,0.101126,0,636/10000
Cps_BWA198,Cpr_KPL_2755,0.10389,0,598/10000
Cps_HSID17576,Cpr_KPL_2755,0.0996054,0,658/10000
Cac_DU075,Cpr_KPL_2755,0.194988,0,84/10000
Cps_BWA141,Cpr_KPL_2755,0.105187,0,581/10000
Cps_BWA283,Cpr_KPL_2755,0.104724,0,587/10000
Cps_HSID17575,Cpr_KPL_2755,0.0994022,0,661/10000
Cps_BWA238,Cpr_KPL_2755,0.107412,0,553/10000
Cps_BWA110,Cpr_KPL_2755,0.104419,0,591/10000
Cac_BWA070,Cpr_KPL_2755,0.191731,0,90/10000
Cps_KPL_3966,Cpr_KPL_2755,0.100706,0,642/10000
Cps_KPL_4066,Cpr_KPL_2755,0.102631,0,615/10000
Cps_KPL_2826,Cpr_KPL_2755,0.0989987,0,667/10000
Cps_BWA164,Cpr_KPL_2755,0.103665,0,601/10000
Cpr_BWA290,Cpr_KPL_2755,0.0203658,0,4837/10000
Cpr_BWA146,Cpr_KPL_2755,0.0202731,0,4851/10000
Cps_BWA166,Cpr_KPL_2755,0.104419,0,591/10000
Cac_DU076,Cpr_KPL_2755,0.208588,1.93E-248,63/10000
Cpr_KPL_2657,Cpr_KPL_2755,0.0187929,0,5082/10000
Cps_KPL_2795,Cpr_KPL_2755,0.103293,0,606/10000
Cpr_DSM_44285,Cpr_KPL_2755,0.0191434,0,5026/10000
Cps_BWA305,Cpr_KPL_2755,0.100359,0,647/10000
Cps_KPL_2667,Cpr_KPL_2755,0.104648,0,588/10000
Cps_KPL_4025,Cpr_KPL_2755,0.0994698,0,660/10000
Cac_KPL_3674,Cpr_KPL_2755,0.191731,0,90/10000
Cps_KPL_3702,Cpr_KPL_2755,0.0946784,0,735/10000
Cac_KPL_4075,Cpr_KPL_2755,0.188197,0,97/10000
Cpr_KPL_2654,Cpr_KPL_2755,0.0220552,0,4591/10000
Cac_KPL_3647,Cpr_KPL_2755,0.187713,0,98/10000
Cps_BWA172,Cpr_KPL_2755,0.106365,0,566/10000
Cpr_BWA124,Cpr_KPL_2755,0.02237,0,4547/10000
Cac_BWA273,Cpr_KPL_2755,0.18918,0,95/10000
Cpr_KPL_3953,Cpr_KPL_2755,0.0131651,0,6109/10000
Cps_BWA092,Cpr_KPL_2755,0.100152,0,650/10000
Cac_BWA121,Cpr_KPL_2755,0.193331,0,87/10000
Cpr_DE0530,Cpr_KPL_2755,0.0118927,0,6380/10000
Cac_ATCC_49725,Cpr_KPL_2755,0.240698,9.46E-118,32/10000
Ctu_BWA195,Cpr_KPL_2755,0.236445,5.74E-130,35/10000
Cps_KPL_4041,Cpr_KPL_2755,0.096278,0,709/10000
Cac_KPL_3802,Cpr_KPL_2755,0.206387,1.21E-260,66/10000
Ctu_BWA207,Cpr_KPL_2755,0.25242,7.51E-90,25/10000
Ctu_DU074,Cpr_KPL_2755,0.23782,5.70E-126,34/10000
Cps_KPL_2621,Cpr_KPL_2755,0.0989318,0,668/10000
Cpr_KPL_2804,Cpr_KPL_2755,0.0198602,0,4914/10000
Cac_KPL_2618,Cpr_KPL_2755,0.235108,6.09E-134,36/10000
Cac_KPL_2617,Cpr_KPL_2755,0.202933,1.02E-282,71/10000
Cac_KPL_3774,Cpr_KPL_2755,0.18918,0,95/10000
Ctu_SK141,Cpr_KPL_2755,0.263022,3.46E-70,20/10000
Cps_KPL_3671,Cpr_KPL_2755,0.0993347,0,662/10000
Cpr_KPL_3672,Cpr_KPL_2755,0.0178193,0,5242/10000
Cac_BWA109,Cpr_KPL_2755,0.245371,1.21E-105,29/10000
Ctu_BWA158,Cpr_KPL_2755,0.232543,1.85E-142,38/10000
Cac_KPL_2652,Cpr_KPL_2755,0.188686,0,96/10000
Cac_KPL_4065,Cpr_KPL_2755,0.202933,2.69E-283,71/10000
Cpr_KPL_2755,Cpr_KPL_2755,0,0,10000/10000
Cac_KPL_3921,Cpr_KPL_2755,0.23011,1.77E-150,40/10000
Cps_KPL_2773,Cpr_KPL_2755,0.0991328,0,665/10000
Cma_NML_120205,Cpr_KPL_2755,0.247037,8.85E-102,28/10000
Cps_KPL_4010,Cpr_KPL_2755,0.0997414,0,656/10000
Cps_KPL_2640,Cpr_KPL_2755,0.100083,0,651/10000
Cpr_HSID18035,Cpr_KPL_2755,0.0138435,0,5971/10000
Cps_KPL_2865,Cpr_KPL_2755,0.0987984,0,670/10000
Cac_KPL_2859,Cpr_KPL_2755,0.211692,3.25E-231,59/10000
Cac_BWA096,Cpr_KPL_2755,0.188686,0,96/10000
Cps_KPL_2733,Cpr_KPL_2755,0.0967193,0,702/10000
Cps_KPL_2834,Cpr_KPL_2755,0.0971013,0,696/10000
Ctu_KPL_3807,Cpr_KPL_2755,0.258493,4.94E-78,22/10000
Cac_KPL_2641,Cpr_KPL_2755,0.188197,0,97/10000
Cac_KPL_2660,Cpr_KPL_2755,0.208588,5.34E-248,63/10000
Cpr_KPL_3675,Cpr_KPL_2755,0.0193905,0,4987/10000
Cac_KPL_3970,Cpr_KPL_2755,0.190183,0,93/10000
Cac_KPL_3832,Cpr_KPL_2755,0.239237,6.69E-122,33/10000
Cpr_KPL_3889,Cpr_KPL_2755,0.015616,0,5630/10000
Cps_KPL_3772,Cpr_KPL_2755,0.0974224,0,691/10000
Cac_KPL_3926,Cpr_KPL_2755,0.205675,2.97E-265,67/10000
Cps_DU080,Cpr_KPL_2755,0.0994022,0,661/10000
Ctu_BWA150,Cpr_KPL_2755,0.254359,1.04E-85,24/10000
Cac_DU079,Cpr_KPL_2755,0.203604,1.16E-278,70/10000
Cps_KPL_3770,Cpr_KPL_2755,0.0982689,0,678/10000
Cac_KPL_2783,Cpr_KPL_2755,0.204974,4.60E-270,68/10000
Cma_CCUG_32361,Cpr_KPL_2755,0.260703,5.69E-74,21/10000
Cpr_1274_CJEI,Cpr_KPL_2755,0.0189675,0,5054/10000
Cps_KPL_2915,Cpr_KPL_2755,0.100498,0,645/10000
Cpr_KPL_3967,Cpr_KPL_2755,0.0193142,0,4999/10000
Cps_KPL_3833,Cpr_KPL_2755,0.10148,0,631/10000
Cpr_KPL_2785,Cpr_KPL_2755,0.0188675,0,5070/10000
Cpr_KPL_4040,Cpr_KPL_2755,0.0224493,0,4536/10000
Cps_90104,Cpr_KPL_2755,0.101338,0,633/10000
Cpr_KPL_2811,Cpr_KPL_2755,0.00278196,0,8926/10000
Cac_KPL_3703,Cpr_KPL_2755,0.188197,0,97/10000
Cac_KPL_4034,Cpr_KPL_2755,0.222464,1.01E-179,47/10000
Cma_NML_080212,Cpr_KPL_2755,0.243761,1.22E-109,30/10000
Cac_ATCC_49726,Cpr_KPL_2755,0.23782,4.80E-126,34/10000
Ctu_DSM_44922,Cpr_KPL_2785,0.248764,1.05E-97,27/10000
Cac_KPL_1996,Cpr_KPL_2785,0.23782,1.16E-125,34/10000
Cps_KPL_1989,Cpr_KPL_2785,0.103071,0,609/10000
Cac_KPL_1818,Cpr_KPL_2785,0.239237,1.43E-121,33/10000
Cps_BWA188,Cpr_KPL_2785,0.103367,0,605/10000
Cac_BWA270,Cpr_KPL_2785,0.260703,5.96E-74,21/10000
Cac_KPL_1824,Cpr_KPL_2785,0.239237,1.89E-121,33/10000
Cps_BWA127,Cpr_KPL_2785,0.106206,0,568/10000
Cps_BWA223,Cpr_KPL_2785,0.104419,0,591/10000
Cps_BWA184,Cpr_KPL_2785,0.105264,0,580/10000
Cps_BWA300,Cpr_KPL_2785,0.104191,0,594/10000
Cac_BWA161,Cpr_KPL_2785,0.248764,1.23E-97,27/10000
Cps_BWA311,Cpr_KPL_2785,0.103293,0,606/10000
Cps_DSM_44287,Cpr_KPL_2785,0.10389,0,598/10000
Cps_BWA118,Cpr_KPL_2785,0.103293,0,606/10000
Cps_BWA198,Cpr_KPL_2785,0.105968,0,571/10000
Cps_HSID17576,Cpr_KPL_2785,0.105109,0,582/10000
Cac_DU075,Cpr_KPL_2785,0.26546,3.13E-66,19/10000
Cps_BWA141,Cpr_KPL_2785,0.106126,0,569/10000
Cps_BWA283,Cpr_KPL_2785,0.104878,0,585/10000
Cps_HSID17575,Cpr_KPL_2785,0.107168,0,556/10000
Cps_BWA238,Cpr_KPL_2785,0.106765,0,561/10000
Cps_BWA110,Cpr_KPL_2785,0.103815,0,599/10000
Cac_BWA070,Cpr_KPL_2785,0.248764,1.04E-97,27/10000
Cps_KPL_3966,Cpr_KPL_2785,0.106206,0,568/10000
Cps_KPL_4066,Cpr_KPL_2785,0.105498,0,577/10000
Cps_KPL_2826,Cpr_KPL_2785,0.105109,0,582/10000
Cps_BWA164,Cpr_KPL_2785,0.104191,0,594/10000
Cpr_BWA290,Cpr_KPL_2785,0.0192191,0,5014/10000
Cpr_BWA146,Cpr_KPL_2785,0.0184536,0,5137/10000
Cps_BWA166,Cpr_KPL_2785,0.103516,0,603/10000
Cac_DU076,Cpr_KPL_2785,0.242205,8.92E-114,31/10000
Cpr_KPL_2657,Cpr_KPL_2785,0.0137836,0,5983/10000
Cps_KPL_2795,Cpr_KPL_2785,0.105811,0,573/10000
Cpr_DSM_44285,Cpr_KPL_2785,0.0173941,0,5314/10000
Cps_BWA305,Cpr_KPL_2785,0.105732,0,574/10000
Cps_KPL_2667,Cpr_KPL_2785,0.104343,0,592/10000
Cps_KPL_4025,Cpr_KPL_2785,0.104571,0,589/10000
Cac_KPL_3674,Cpr_KPL_2785,0.248764,1.11E-97,27/10000
Cps_KPL_3702,Cpr_KPL_2785,0.105342,0,579/10000
Cac_KPL_4075,Cpr_KPL_2785,0.236445,5.12E-130,35/10000
Cpr_KPL_2654,Cpr_KPL_2785,0.0191056,0,5032/10000
Cac_KPL_3647,Cpr_KPL_2785,0.236445,5.75E-130,35/10000
Cps_BWA172,Cpr_KPL_2785,0.107331,0,554/10000
Cpr_BWA124,Cpr_KPL_2785,0.0188177,0,5078/10000
Cac_BWA273,Cpr_KPL_2785,0.247037,1.21E-101,28/10000
Cpr_KPL_3953,Cpr_KPL_2785,0.0185518,0,5121/10000
Cps_BWA092,Cpr_KPL_2785,0.104343,0,592/10000
Cac_BWA121,Cpr_KPL_2785,0.263022,4.37E-70,20/10000
Cpr_DE0530,Cpr_KPL_2785,0.0192381,0,5011/10000
Cac_ATCC_49725,Cpr_KPL_2785,0.250557,8.16E-94,26/10000
Ctu_BWA195,Cpr_KPL_2785,0.250557,8.58E-94,26/10000
Cps_KPL_4041,Cpr_KPL_2785,0.10148,0,631/10000
Cac_KPL_3802,Cpr_KPL_2785,0.228939,2.20E-154,41/10000
Ctu_BWA207,Cpr_KPL_2785,0.258493,3.44E-78,22/10000
Ctu_DU074,Cpr_KPL_2785,0.247037,7.29E-102,28/10000
Cps_KPL_2621,Cpr_KPL_2785,0.105264,0,580/10000
Cpr_KPL_2804,Cpr_KPL_2785,0.0205122,0,4815/10000
Cac_KPL_2618,Cpr_KPL_2785,0.247037,1.10E-101,28/10000
Cac_KPL_2617,Cpr_KPL_2785,0.232543,4.59E-142,38/10000
Cac_KPL_3774,Cpr_KPL_2785,0.236445,6.85E-130,35/10000
Ctu_SK141,Cpr_KPL_2785,0.256381,4.90E-82,23/10000
Cps_KPL_3671,Cpr_KPL_2785,0.104419,0,591/10000
Cpr_KPL_3672,Cpr_KPL_2785,0.0171844,0,5350/10000
Cac_BWA109,Cpr_KPL_2785,0.258493,4.81E-78,22/10000
Ctu_BWA158,Cpr_KPL_2785,0.242205,5.38E-114,31/10000
Cac_KPL_2652,Cpr_KPL_2785,0.245371,1.32E-105,29/10000
Cac_KPL_4065,Cpr_KPL_2785,0.239237,7.82E-122,33/10000
Cpr_KPL_2755,Cpr_KPL_2785,0.0188675,0,5070/10000
Cac_KPL_3921,Cpr_KPL_2785,0.235108,3.32E-134,36/10000
Cps_KPL_2773,Cpr_KPL_2785,0.103071,0,609/10000
Cma_NML_120205,Cpr_KPL_2785,0.248764,5.80E-98,27/10000
Cps_KPL_4010,Cpr_KPL_2785,0.103367,0,605/10000
Cps_KPL_2640,Cpr_KPL_2785,0.106765,0,561/10000
Cpr_HSID18035,Cpr_KPL_2785,0.0192825,0,5004/10000
Cps_KPL_2865,Cpr_KPL_2785,0.103815,0,599/10000
Cac_KPL_2859,Cpr_KPL_2785,0.26546,2.40E-66,19/10000
Cac_BWA096,Cpr_KPL_2785,0.236445,5.09E-130,35/10000
Cps_KPL_2733,Cpr_KPL_2785,0.101126,0,636/10000
Cps_KPL_2834,Cpr_KPL_2785,0.101693,0,628/10000
Ctu_KPL_3807,Cpr_KPL_2785,0.260703,2.81E-74,21/10000
Cac_KPL_2641,Cpr_KPL_2785,0.239237,9.50E-122,33/10000
Cac_KPL_2660,Cpr_KPL_2785,0.242205,1.46E-113,31/10000
Cpr_KPL_3675,Cpr_KPL_2785,0.00490808,0,8216/10000
Cac_KPL_3970,Cpr_KPL_2785,0.233808,3.25E-138,37/10000
Cac_KPL_3832,Cpr_KPL_2785,0.242205,5.48E-114,31/10000
Cpr_KPL_3889,Cpr_KPL_2785,0.0185518,0,5121/10000
Cps_KPL_3772,Cpr_KPL_2785,0.106684,0,562/10000
Cac_KPL_3926,Cpr_KPL_2785,0.242205,1.75E-113,31/10000
Cps_DU080,Cpr_KPL_2785,0.101836,0,626/10000
Ctu_BWA150,Cpr_KPL_2785,0.258493,5.05E-78,22/10000
Cac_DU079,Cpr_KPL_2785,0.23782,8.39E-126,34/10000
Cps_KPL_3770,Cpr_KPL_2785,0.102851,0,612/10000
Cac_KPL_2783,Cpr_KPL_2785,0.247037,1.34E-101,28/10000
Cma_CCUG_32361,Cpr_KPL_2785,0.270747,9.80E-59,17/10000
Cpr_1274_CJEI,Cpr_KPL_2785,0.0151289,0,5721/10000
Cps_KPL_2915,Cpr_KPL_2785,0.105968,0,571/10000
Cpr_KPL_3967,Cpr_KPL_2785,0.000537527,0,9778/10000
Cps_KPL_3833,Cpr_KPL_2785,0.106845,0,560/10000
Cpr_KPL_2785,Cpr_KPL_2785,0,0,10000/10000
Cpr_KPL_4040,Cpr_KPL_2785,0.0217444,0,4635/10000
Cps_90104,Cpr_KPL_2785,0.106926,0,559/10000
Cpr_KPL_2811,Cpr_KPL_2785,0.0190176,0,5046/10000
Cac_KPL_3703,Cpr_KPL_2785,0.240698,7.85E-118,32/10000
Cac_KPL_4034,Cpr_KPL_2785,0.231311,1.55E-146,39/10000
Cma_NML_080212,Cpr_KPL_2785,0.250557,8.35E-94,26/10000
Cac_ATCC_49726,Cpr_KPL_2785,0.243761,5.48E-110,30/10000
Ctu_DSM_44922,Cpr_KPL_2804,0.250557,1.17E-93,26/10000
Cac_KPL_1996,Cpr_KPL_2804,0.186761,0,100/10000
Cps_KPL_1989,Cpr_KPL_2804,0.100015,0,652/10000
Cac_KPL_1818,Cpr_KPL_2804,0.223483,2.51E-175,46/10000
Cps_BWA188,Cpr_KPL_2804,0.105187,0,581/10000
Cac_BWA270,Cpr_KPL_2804,0.197886,6.63644e-319,79/10000
Cac_KPL_1824,Cpr_KPL_2804,0.197292,1.43279e-322,80/10000
Cps_BWA127,Cpr_KPL_2804,0.102486,0,617/10000
Cps_BWA223,Cpr_KPL_2804,0.104191,0,594/10000
Cps_BWA184,Cpr_KPL_2804,0.101338,0,633/10000
Cps_BWA300,Cpr_KPL_2804,0.10198,0,624/10000
Cac_BWA161,Cpr_KPL_2804,0.192791,0,88/10000
Cps_BWA311,Cpr_KPL_2804,0.100359,0,647/10000
Cps_DSM_44287,Cpr_KPL_2804,0.105498,0,577/10000
Cps_BWA118,Cpr_KPL_2804,0.100428,0,646/10000
Cps_BWA198,Cpr_KPL_2804,0.104801,0,586/10000
Cps_HSID17576,Cpr_KPL_2804,0.104343,0,592/10000
Cac_DU075,Cpr_KPL_2804,0.198488,1.8578e-314,78/10000
Cps_BWA141,Cpr_KPL_2804,0.102631,0,615/10000
Cps_BWA283,Cpr_KPL_2804,0.106206,0,568/10000
Cps_HSID17575,Cpr_KPL_2804,0.104419,0,591/10000
Cps_BWA238,Cpr_KPL_2804,0.102124,0,622/10000
Cps_BWA110,Cpr_KPL_2804,0.101056,0,637/10000
Cac_BWA070,Cpr_KPL_2804,0.188197,0,97/10000
Cps_KPL_3966,Cpr_KPL_2804,0.102997,0,610/10000
Cps_KPL_4066,Cpr_KPL_2804,0.10359,0,602/10000
Cps_KPL_2826,Cpr_KPL_2804,0.102413,0,618/10000
Cps_BWA164,Cpr_KPL_2804,0.10374,0,600/10000
Cpr_BWA290,Cpr_KPL_2804,0.0146419,0,5814/10000
Cpr_BWA146,Cpr_KPL_2804,0.0135607,0,6028/10000
Cps_BWA166,Cpr_KPL_2804,0.101267,0,634/10000
Cac_DU076,Cpr_KPL_2804,0.202271,3.38E-288,72/10000
Cpr_KPL_2657,Cpr_KPL_2804,0.0195504,0,4962/10000
Cps_KPL_2795,Cpr_KPL_2804,0.103516,0,603/10000
Cpr_DSM_44285,Cpr_KPL_2804,0.018638,0,5107/10000
Cps_BWA305,Cpr_KPL_2804,0.10359,0,602/10000
Cps_KPL_2667,Cpr_KPL_2804,0.105032,0,583/10000
Cps_KPL_4025,Cpr_KPL_2804,0.10148,0,631/10000
Cac_KPL_3674,Cpr_KPL_2804,0.188197,0,97/10000
Cps_KPL_3702,Cpr_KPL_2804,0.10404,0,596/10000
Cac_KPL_4075,Cpr_KPL_2804,0.185827,0,102/10000
Cpr_KPL_2654,Cpr_KPL_2804,0.0141199,0,5916/10000
Cac_KPL_3647,Cpr_KPL_2804,0.183134,0,108/10000
Cps_BWA172,Cpr_KPL_2804,0.103219,0,607/10000
Cpr_BWA124,Cpr_KPL_2804,0.0174233,0,5309/10000
Cac_BWA273,Cpr_KPL_2804,0.191731,0,90/10000
Cpr_KPL_3953,Cpr_KPL_2804,0.0199123,0,4906/10000
Cps_BWA092,Cpr_KPL_2804,0.101836,0,626/10000
Cac_BWA121,Cpr_KPL_2804,0.196126,0,82/10000
Cpr_DE0530,Cpr_KPL_2804,0.019137,0,5027/10000
Cac_ATCC_49725,Cpr_KPL_2804,0.242205,7.74E-114,31/10000
Ctu_BWA195,Cpr_KPL_2804,0.243761,9.13E-110,30/10000
Cps_KPL_4041,Cpr_KPL_2804,0.0996054,0,658/10000
Cac_KPL_3802,Cpr_KPL_2804,0.197886,3.43568e-318,79/10000
Ctu_BWA207,Cpr_KPL_2804,0.258493,3.88E-78,22/10000
Ctu_DU074,Cpr_KPL_2804,0.240698,5.81E-118,32/10000
